question,original_label,bloom_level
Define the chemical interaction indicated by the arrows. Identify the binding region of an antigen on the antibody structure.,Comprehension,Understand
Demonstrate email and social media approaches to create effective marketing plan.,Application,Apply
Describe Impressionism art style.,Knowledge,Remember
Explain how RFID provides value to businesses.,Comprehension,Understand
"Award the contract to the best proposal. Rank the principles of ""good sportsmanship"" in order of importance to you.",Evaluation,Evaluate
Describe how accurate mass spectrometry could be applied to determine if a small protein contains a pair of disulfide-bonded cysteine residue or two reduced cysteine residues. Explain how you can confirm your finding.,Analysis,Analyze
What would happen if . . .?,Synthesis,Create
Discuss any FOUR (4) underlying principles of lean manufacturing approach.,Comprehension,Understand
Explain the concept of Customer Relationship Management (CRM).,Comprehension,Understand
Calculate the average holding and setup cost per year.,Application,Apply
Identify TWO (2) types of personality that are relevant to aggression.,Comprehension,Understand
Judge aesthetic qualities and relationship to future values.,Evaluation,Evaluate
"Describe the common structural features of phosphatidylserine, phosphatidylethanolamine, phosphatidylcholine and phosphatidylinositol. State their general function(s).",Comprehension,Understand
Judge how well a project meets the criteria of a rubric.,Evaluation,Evaluate
Discuss ONE (1) advantage and ONE (1) disadvantage of BASIC and FORM based authentication mechanisms.,Comprehension,Understand
Discuss the negative effects of advertising on children.,Comprehension,Understand
Estimate expenditure on HIV/AIDS education,Evaluation,Evaluate
Suggest and justify ONE (1) strategy that your company may consider for marketing its products internationally.,Evaluation,Evaluate
Elaborate in general how construction industry is managed by the government and in detail how a government strategy to improve the industry can be delivered effectively.,Comprehension,Understand
State the objective of proactive resistance management and briefly describe THREE methods of this management.,Comprehension,Understand
Draw a technology enhanced language learning classroom sketch for advanced level primary year 6 students. You should include FIVE (5) basic technology facilities with label which are essential to the integration of technology in the classroom.,Comprehension,Understand
Primary structure of a protein plays a significant role in determining the native structure or the protein fold. Comment on the statement.,Evaluation,Evaluate
Identify and explain the possible consequences of connecting a database with a web application without using database pooling method.,Comprehension,Understand
Sketch the Type I isotherm and provide a brief description of its nature and the processes that gives rise to the isotherm.,Application,Apply
Write a Java loop that will display the phrase one more time four times. Include any declarations or initializing statements that are needed.,Comprehension,Understand
Calculate the percent invested in inventory.,Application,Apply
Provide TWO (2) possible reasons why AirAsia decide to offer this new online service.,Comprehension,Understand
Define and explain reinvestment risk with an example.,Comprehension,Understand
"If your story occurred long ago, compare that time with today in a good paragraph. If it was a modern story, compare it with a long time ago and tell what would be different.",Analysis,Analyze
Cyrus claimed that placentomes could be observed using a transabdominal probe to scan both pregnant sow and doe on day-20 of gestation. Justify whether his claim is true or false.,Evaluation,Evaluate
Define economic growth. List and explain how the public policies can promote economic growth.,Comprehension,Understand
Estimate the number of bytes required for the storage of a full 5 minutes performance at CD quality audio.,Application,Apply
Briefly explain THREE (3) main sources of banks earnings.,Comprehension,Understand
Elaborate FOUR (4) advantages of using Web 2.0 and 3.0 in teaching and learning.,Comprehension,Understand
What evidence can you find to suggest that people should be regarded as the most important resource of an organisation?,Analysis,Analyze
Rate the following recommendations and set the priority _____.,Evaluation,Evaluate
Design an ideal newspaper organizational chart. Then describe the functions of the respective departments and how they relate to each other horizontally and vertically.,Synthesis,Create
Name 5 steps that follow the taking of notes (within 24 hours or less)?,Knowledge,Remember
When did the second world war happen,Knowledge,Remember
Massive Open Online Course (MOOC) is a developing trend in media and technology. Predict the future of higher education with MOOC.,Comprehension,Understand
