question,original_label,bloom_level
Explain any FOUR (4) elements of vertical downward communication. Support your explanation with an example for each element on how they are beneficial to an organization.,Evaluation,Evaluate
Design a building according to given specifications,Synthesis,Create
Create plan of local environment by drawing around boxes.,Synthesis,Create
Apply the zero length suppression on the token stream.,Application,Apply
Construct an executive remuneration package using the remuneration framework as a guide.,Application,Apply
Explain the use of scaffolding in construction.,Comprehension,Understand
Judge the validity of arguments for and against astrology,Evaluation,Evaluate
Can you compare your . . . with that presented in . . .?,Analysis,Analyze
Use Gauss’ Law to find the electric field between the plates when the charge on them is Q,Application,Apply
Calculate the balance of trade when the economy is at equilibrium and interpret your answer.,Application,Apply
Discuss any THREE (3) negative impacts of entertainment media to our society.,Comprehension,Understand
You are working with SP Setia Properties as the Sales Manager for the following project. Discuss EIGHT (8) ways to increase profits of the project.,Comprehension,Understand
List the advantages and disadvantages of Public Offering.,Knowledge,Remember
State the significance of “Score” in the BlastX alignment.,Comprehension,Understand
Recommend appropriate data warehouse architecture for the company and illustrate it with a diagram.,Synthesis,Create
Explain THREE (3) purposes of architectural drawings to architects and other parties in the construction team.,Comprehension,Understand
Highlight THREE (3) differences between bitmap images and vector graphics.,Comprehension,Understand
"Critically review the strengths, weaknesses, opportunities and threats of Associated Meats Sdn Bhd in light of the forecast trends and developments.",Evaluation,Evaluate
would you classify the zener diode in this circuit as a series voltage regulator or a shunt voltage regulator,Comprehension,Understand
Explain how the affinity of hemoglobin for oxygen is regulated.,Comprehension,Understand
Specify a deterministic finite automaton (DFA) recognizing the,Application,Apply
State TWO (2) advantages of continuous bioreactors over batch bioreactors.,Knowledge,Remember
Discuss TWO adverse consequences of using wetlands as recipients of irrigation wastewater.,Comprehension,Understand
Describe diminishing of marginal product and explain the relationship between average product and marginal product by using an appropriate diagram.,Comprehension,Understand
Briefly explain if restriction mapping is useful in determining the presence of minisatellite.,Comprehension,Understand
Name the amino acids for the following single letter codes: DMVREL.,Knowledge,Remember
State how to find a word in a dictionary,Knowledge,Remember
"Classify the following substances as particle, atom, element, molecule, compound",Comprehension,Understand
Restate the Olympic motto in your own words.,Comprehension,Understand
Are you a . . . person?,Evaluation,Evaluate
Examine FIVE (5) advantages of using video as instructional materials to primary school students.,Analysis,Analyze
State the purposes of risk assessment.,Knowledge,Remember
Companies must take reasonable steps to ensure that their investors enjoy equal access to material information. Briefly describe SIX (6) corporate disclosure policies under Main Market Listing Requirements (MMLR).,Knowledge,Remember
Illustrate by using appropriate diagram(s) the effects of the most commonly and the least used monetary policy tool on the market interest rate if the central bank implements the expansionary monetary policy.,Comprehension,Understand
Compare product layout and process layout.,Analysis,Analyze
Explain FIVE (5) characteristics of social media.,Comprehension,Understand
Mass media regularly use women in the mediuin of marketing and advertising. Discuss the possible negative consequences for various segments of the population and society.,Comprehension,Understand
Draw the water surface profile when the rainfall intensity is more than the design rainfall so that the inlet of the cuivert is submerged. Explain how the flow rate can be computed in this case.,Application,Apply
Write a set of rules to prevent what happened in the story.,Synthesis,Create
There are several corporate governance tools available for institutional shareholders activism. Differentiate shareholder resolution and proxy voting,Analysis,Analyze
National income can be calculated using three approaches. State the THREE (3) approaches.,Knowledge,Remember
Sketch a diagram to illustrate the activities and products in the construction industry.,Application,Apply
List and explain TWO (2) advantages and THREE (3) disadvantages of economic growth.,Comprehension,Understand
"Briefly explain the income-consumption curve. With the aid of diagrams, derive income-consumption curve and Engel curve if there is an increase in income given that the good is an inferior good. Explain your answer by showing at least two bundles of goods in the diagrams.",Comprehension,Understand
